transaction_id,carrier_name,origin_city,destination_city,risk_classification,delivery_time_deviation,sla_breached,carrier_avg_deviation
TXN00543,Delhivery,Delhi,Chennai,Moderate Risk,2.85,0,3.33
TXN00195,Delhivery,Delhi,Chennai,Low Risk,1.27,0,3.33
TXN00196,Delhivery,Bangalore,Kolkata,Low Risk,-2.14,0,3.33
TXN00431,Delhivery,Mumbai,Chennai,Moderate Risk,2.23,0,3.33
TXN00679,Delhivery,Mumbai,Kolkata,Low Risk,0.47,0,3.33
TXN00541,Delhivery,Delhi,Chennai,Moderate Risk,3.72,0,3.33
TXN00678,Delhivery,Mumbai,Chennai,Moderate Risk,2.76,0,3.33
TXN00673,Delhivery,Delhi,Pune,High Risk,11.0,1,3.33
TXN00208,Delhivery,Mumbai,Chennai,High Risk,6.66,1,3.33
TXN00539,Delhivery,Mumbai,Chennai,Moderate Risk,2.28,0,3.33
TXN00535,Delhivery,Bangalore,Chennai,Moderate Risk,0.03,0,3.33
TXN00672,Delhivery,Bangalore,Chennai,High Risk,10.03,1,3.33
TXN00671,Delhivery,Delhi,Pune,Moderate Risk,4.54,1,3.33
TXN00509,Delhivery,Delhi,Chennai,High Risk,6.1,1,3.33
TXN00222,Delhivery,Mumbai,Pune,Moderate Risk,2.78,0,3.33
TXN00224,Delhivery,Bangalore,Chennai,Moderate Risk,2.18,0,3.33
TXN00225,Delhivery,Bangalore,Chennai,Moderate Risk,4.18,1,3.33
TXN00227,Delhivery,Bangalore,Chennai,High Risk,11.48,1,3.33
TXN00230,Delhivery,Bangalore,Chennai,High Risk,7.97,1,3.33
TXN00666,Delhivery,Delhi,Chennai,Low Risk,-0.96,0,3.33
TXN00663,Delhivery,Delhi,Kolkata,Low Risk,-0.38,0,3.33
TXN00236,Delhivery,Mumbai,Chennai,High Risk,10.44,1,3.33
TXN00237,Delhivery,Delhi,Kolkata,Moderate Risk,4.51,1,3.33
TXN00240,Delhivery,Delhi,Pune,Low Risk,-1.13,0,3.33
TXN00659,Delhivery,Mumbai,Pune,Low Risk,-3.6,0,3.33
TXN00378,Delhivery,Mumbai,Kolkata,Moderate Risk,6.25,1,3.33
TXN00282,Delhivery,Bangalore,Pune,High Risk,4.18,1,3.33
TXN00784,Delhivery,Delhi,Chennai,High Risk,6.52,1,3.33
TXN00451,Delhivery,Bangalore,Pune,Low Risk,0.07,0,3.33
TXN00790,Delhivery,Mumbai,Pune,High Risk,9.9,1,3.33
TXN00493,Delhivery,Delhi,Pune,High Risk,10.89,1,3.33
TXN00284,Delhivery,Delhi,Pune,High Risk,4.13,1,3.33
TXN00460,Delhivery,Bangalore,Pune,Low Risk,0.68,0,3.33
TXN00319,Delhivery,Bangalore,Pune,Moderate Risk,3.86,0,3.33
TXN00452,Delhivery,Mumbai,Kolkata,Moderate Risk,1.19,0,3.33
TXN00801,Delhivery,Delhi,Chennai,Moderate Risk,6.27,1,3.33
TXN00654,Delhivery,Bangalore,Kolkata,Moderate Risk,6.42,1,3.33
TXN00623,Delhivery,Bangalore,Chennai,Low Risk,-0.32,0,3.33
TXN00804,Delhivery,Mumbai,Kolkata,Low Risk,2.64,0,3.33
TXN00323,Delhivery,Delhi,Chennai,High Risk,8.96,1,3.33
TXN00808,Delhivery,Bangalore,Kolkata,High Risk,8.6,1,3.33
TXN00324,Delhivery,Mumbai,Chennai,Low Risk,1.28,0,3.33
TXN00325,Delhivery,Mumbai,Kolkata,Low Risk,2.02,0,3.33
TXN00449,Delhivery,Bangalore,Chennai,High Risk,9.95,1,3.33
TXN00462,Delhivery,Delhi,Kolkata,Low Risk,-0.73,0,3.33
TXN00621,Delhivery,Mumbai,Pune,Low Risk,0.01,0,3.33
TXN00822,Delhivery,Delhi,Pune,Low Risk,2.71,0,3.33
TXN00827,Delhivery,Delhi,Pune,Low Risk,-1.57,0,3.33
TXN00450,Delhivery,Delhi,Pune,Moderate Risk,-0.42,0,3.33
TXN00270,Delhivery,Mumbai,Chennai,Low Risk,-0.82,0,3.33
TXN00261,Delhivery,Delhi,Chennai,Low Risk,1.78,0,3.33
TXN00614,Delhivery,Bangalore,Kolkata,High Risk,8.91,1,3.33
TXN00453,Delhivery,Mumbai,Pune,Moderate Risk,8.02,1,3.33
TXN00334,Delhivery,Bangalore,Chennai,Low Risk,-1.18,0,3.33
TXN00613,Delhivery,Mumbai,Chennai,Low Risk,-0.29,0,3.33
TXN00245,Delhivery,Mumbai,Chennai,Moderate Risk,3.84,0,3.33
TXN00846,Delhivery,Mumbai,Kolkata,Low Risk,-1.67,0,3.33
TXN00847,Delhivery,Bangalore,Chennai,Moderate Risk,2.34,0,3.33
TXN00849,Delhivery,Bangalore,Pune,Low Risk,3.34,0,3.33
TXN00851,Delhivery,Delhi,Chennai,Low Risk,-0.71,0,3.33
TXN00527,Delhivery,Mumbai,Pune,Low Risk,0.45,0,3.33
TXN00611,Delhivery,Delhi,Pune,Low Risk,2.26,0,3.33
TXN00858,Delhivery,Delhi,Kolkata,High Risk,8.83,1,3.33
TXN00293,Delhivery,Mumbai,Pune,Low Risk,1.89,0,3.33
TXN00862,Delhivery,Bangalore,Chennai,Moderate Risk,3.92,0,3.33
TXN00863,Delhivery,Bangalore,Chennai,Low Risk,0.88,0,3.33
TXN00294,Delhivery,Mumbai,Kolkata,High Risk,4.95,1,3.33
TXN00603,Delhivery,Bangalore,Chennai,Low Risk,0.45,0,3.33
TXN00867,Delhivery,Bangalore,Kolkata,High Risk,8.32,1,3.33
TXN00869,Delhivery,Delhi,Pune,High Risk,4.13,1,3.33
TXN00524,Delhivery,Bangalore,Chennai,Moderate Risk,5.87,1,3.33
TXN00872,Delhivery,Bangalore,Pune,Low Risk,1.14,0,3.33
TXN00343,Delhivery,Bangalore,Chennai,Low Risk,3.88,0,3.33
TXN00250,Delhivery,Bangalore,Chennai,Moderate Risk,5.24,1,3.33
TXN00877,Delhivery,Mumbai,Pune,Moderate Risk,4.34,1,3.33
TXN00635,Delhivery,Mumbai,Chennai,Moderate Risk,3.15,0,3.33
TXN00296,Delhivery,Mumbai,Chennai,High Risk,7.46,1,3.33
TXN00522,Delhivery,Delhi,Kolkata,Low Risk,1.29,0,3.33
TXN00881,Delhivery,Delhi,Kolkata,Low Risk,-0.12,0,3.33
TXN00257,Delhivery,Mumbai,Kolkata,Low Risk,0.45,0,3.33
TXN00599,Delhivery,Bangalore,Chennai,Moderate Risk,4.47,1,3.33
TXN00887,Delhivery,Delhi,Kolkata,Low Risk,-2.84,0,3.33
TXN00529,Delhivery,Bangalore,Pune,Low Risk,1.28,0,3.33
TXN00634,Delhivery,Delhi,Pune,Moderate Risk,2.71,0,3.33
TXN00641,Delhivery,Mumbai,Kolkata,High Risk,6.7,1,3.33
TXN00896,Delhivery,Mumbai,Pune,Low Risk,-1.09,0,3.33
TXN00265,Delhivery,Delhi,Kolkata,Moderate Risk,5.09,1,3.33
TXN00902,Delhivery,Delhi,Kolkata,Low Risk,-0.49,0,3.33
TXN00905,Delhivery,Mumbai,Chennai,Moderate Risk,4.92,1,3.33
TXN00906,Delhivery,Bangalore,Pune,Low Risk,3.65,0,3.33
TXN00909,Delhivery,Delhi,Chennai,Low Risk,2.57,0,3.33
TXN00277,Delhivery,Bangalore,Chennai,Moderate Risk,1.32,0,3.33
TXN00303,Delhivery,Delhi,Kolkata,Moderate Risk,3.42,0,3.33
TXN00913,Delhivery,Delhi,Chennai,Low Risk,2.05,0,3.33
TXN00915,Delhivery,Delhi,Kolkata,Moderate Risk,1.13,0,3.33
TXN00916,Delhivery,Bangalore,Pune,High Risk,6.09,1,3.33
TXN00519,Delhivery,Bangalore,Kolkata,Low Risk,-0.22,0,3.33
TXN00356,Delhivery,Bangalore,Chennai,Moderate Risk,2.36,0,3.33
TXN00304,Delhivery,Delhi,Pune,Moderate Risk,2.02,0,3.33
TXN00447,Delhivery,Mumbai,Chennai,High Risk,9.15,1,3.33
TXN00928,Delhivery,Delhi,Pune,Low Risk,-1.46,0,3.33
TXN00279,Delhivery,Delhi,Kolkata,Low Risk,-3.62,0,3.33
TXN00586,Delhivery,Mumbai,Chennai,Moderate Risk,0.68,0,3.33
TXN00307,Delhivery,Mumbai,Chennai,Moderate Risk,8.87,1,3.33
TXN00640,Delhivery,Bangalore,Chennai,Low Risk,3.1,0,3.33
TXN00936,Delhivery,Bangalore,Kolkata,High Risk,10.85,1,3.33
TXN00363,Delhivery,Mumbai,Kolkata,Low Risk,-0.66,0,3.33
TXN00938,Delhivery,Delhi,Pune,Low Risk,2.77,0,3.33
TXN00939,Delhivery,Mumbai,Kolkata,High Risk,7.01,1,3.33
TXN00517,Delhivery,Bangalore,Chennai,Moderate Risk,4.65,1,3.33
TXN00309,Delhivery,Delhi,Kolkata,Low Risk,-0.92,0,3.33
TXN00366,Delhivery,Delhi,Chennai,Low Risk,-0.78,0,3.33
TXN00367,Delhivery,Delhi,Kolkata,Moderate Risk,4.88,1,3.33
TXN00948,Delhivery,Bangalore,Pune,Low Risk,-0.56,0,3.33
TXN00514,Delhivery,Bangalore,Pune,Low Risk,-1.3,0,3.33
TXN00638,Delhivery,Bangalore,Kolkata,Low Risk,-0.99,0,3.33
TXN00584,Delhivery,Bangalore,Pune,Low Risk,0.41,0,3.33
TXN00958,Delhivery,Bangalore,Pune,High Risk,10.17,1,3.33
TXN00583,Delhivery,Bangalore,Chennai,Moderate Risk,3.65,0,3.33
TXN00372,Delhivery,Mumbai,Pune,High Risk,12.07,1,3.33
TXN00962,Delhivery,Delhi,Pune,Moderate Risk,1.83,0,3.33
TXN00456,Delhivery,Bangalore,Kolkata,Moderate Risk,5.07,1,3.33
TXN00627,Delhivery,Bangalore,Pune,Moderate Risk,5.27,1,3.33
TXN00967,Delhivery,Delhi,Kolkata,Low Risk,-0.13,0,3.33
TXN00968,Delhivery,Bangalore,Kolkata,Moderate Risk,4.34,1,3.33
TXN00625,Delhivery,Bangalore,Pune,Moderate Risk,1.67,0,3.33
TXN00975,Delhivery,Delhi,Kolkata,High Risk,8.14,1,3.33
TXN00979,Delhivery,Delhi,Pune,Low Risk,2.92,0,3.33
TXN00580,Delhivery,Bangalore,Chennai,High Risk,10.23,1,3.33
TXN00985,Delhivery,Bangalore,Kolkata,High Risk,7.21,1,3.33
TXN00988,Delhivery,Bangalore,Kolkata,Moderate Risk,5.86,1,3.33
TXN00990,Delhivery,Mumbai,Pune,Low Risk,-0.85,0,3.33
TXN00992,Delhivery,Mumbai,Pune,Moderate Risk,2.82,0,3.33
TXN00528,Delhivery,Delhi,Kolkata,Low Risk,-0.99,0,3.33
TXN00876,Delhivery,Delhi,Kolkata,Low Risk,3.42,0,3.33
TXN00445,DHL,Bangalore,Pune,Moderate Risk,1.9,0,3.13
TXN00446,DHL,Bangalore,Chennai,Low Risk,2.42,0,3.13
TXN00448,DHL,Bangalore,Kolkata,Low Risk,1.31,0,3.13
TXN00455,DHL,Mumbai,Pune,High Risk,7.94,1,3.13
TXN00458,DHL,Mumbai,Kolkata,High Risk,10.31,1,3.13
TXN00459,DHL,Mumbai,Chennai,Moderate Risk,5.35,1,3.13
TXN00465,DHL,Delhi,Chennai,Moderate Risk,2.67,0,3.13
TXN00472,DHL,Mumbai,Pune,Low Risk,1.15,0,3.13
TXN00474,DHL,Bangalore,Pune,Moderate Risk,0.98,0,3.13
TXN00486,DHL,Mumbai,Chennai,Low Risk,5.82,1,3.13
TXN00495,DHL,Bangalore,Pune,High Risk,8.18,1,3.13
TXN00496,DHL,Mumbai,Pune,Low Risk,1.81,0,3.13
TXN00000,DHL,Mumbai,Pune,Low Risk,0.06,0,3.13
TXN00504,DHL,Delhi,Chennai,Low Risk,-2.26,0,3.13
TXN00507,DHL,Delhi,Chennai,Low Risk,-0.8,0,3.13
TXN00512,DHL,Delhi,Kolkata,Low Risk,2.51,0,3.13
TXN00515,DHL,Mumbai,Kolkata,Moderate Risk,2.04,0,3.13
TXN00521,DHL,Bangalore,Pune,Moderate Risk,0.16,0,3.13
TXN00523,DHL,Bangalore,Pune,Low Risk,0.99,0,3.13
TXN00525,DHL,Bangalore,Kolkata,Low Risk,-0.44,0,3.13
TXN00526,DHL,Bangalore,Kolkata,Moderate Risk,0.9,0,3.13
TXN00534,DHL,Delhi,Kolkata,High Risk,6.47,1,3.13
TXN00537,DHL,Mumbai,Kolkata,Low Risk,1.84,0,3.13
TXN00540,DHL,Delhi,Chennai,Low Risk,-0.14,0,3.13
TXN00542,DHL,Bangalore,Chennai,Low Risk,-0.58,0,3.13
TXN00549,DHL,Delhi,Chennai,Moderate Risk,1.54,0,3.13
TXN00561,DHL,Delhi,Chennai,High Risk,4.06,1,3.13
TXN00562,DHL,Delhi,Chennai,Low Risk,4.4,1,3.13
TXN00563,DHL,Delhi,Chennai,Low Risk,4.56,1,3.13
TXN00568,DHL,Delhi,Kolkata,High Risk,7.59,1,3.13
TXN00569,DHL,Mumbai,Kolkata,Low Risk,1.28,0,3.13
TXN00571,DHL,Bangalore,Kolkata,Moderate Risk,0.22,0,3.13
TXN00574,DHL,Mumbai,Pune,Low Risk,-1.03,0,3.13
TXN00585,DHL,Bangalore,Pune,Low Risk,0.57,0,3.13
TXN00587,DHL,Mumbai,Kolkata,Moderate Risk,5.66,1,3.13
TXN00597,DHL,Delhi,Chennai,High Risk,6.29,1,3.13
TXN00604,DHL,Delhi,Kolkata,Low Risk,-0.09,0,3.13
TXN00605,DHL,Mumbai,Pune,High Risk,6.06,1,3.13
TXN00606,DHL,Delhi,Kolkata,High Risk,5.61,1,3.13
TXN00615,DHL,Mumbai,Chennai,Moderate Risk,1.68,0,3.13
TXN00618,DHL,Delhi,Chennai,Moderate Risk,3.81,0,3.13
TXN00619,DHL,Mumbai,Kolkata,Low Risk,1.42,0,3.13
TXN00622,DHL,Bangalore,Kolkata,Low Risk,1.57,0,3.13
TXN00628,DHL,Delhi,Chennai,Low Risk,0.34,0,3.13
TXN00629,DHL,Bangalore,Pune,Moderate Risk,5.26,1,3.13
TXN00637,DHL,Delhi,Chennai,Low Risk,0.98,0,3.13
TXN00650,DHL,Mumbai,Chennai,Low Risk,2.2,0,3.13
TXN00652,DHL,Mumbai,Kolkata,High Risk,10.29,1,3.13
TXN00656,DHL,Mumbai,Pune,High Risk,7.64,1,3.13
TXN00657,DHL,Delhi,Kolkata,Low Risk,-2.67,0,3.13
TXN00661,DHL,Mumbai,Pune,Low Risk,1.64,0,3.13
TXN00669,DHL,Mumbai,Pune,Moderate Risk,2.34,0,3.13
TXN00682,DHL,Mumbai,Pune,Low Risk,0.76,0,3.13
TXN00688,DHL,Delhi,Chennai,Moderate Risk,3.68,0,3.13
TXN00696,DHL,Mumbai,Pune,Low Risk,3.64,0,3.13
TXN00699,DHL,Delhi,Pune,Moderate Risk,2.57,0,3.13
TXN00710,DHL,Delhi,Pune,Moderate Risk,4.69,1,3.13
TXN00716,DHL,Mumbai,Chennai,High Risk,7.94,1,3.13
TXN00721,DHL,Mumbai,Kolkata,Low Risk,-0.44,0,3.13
TXN00726,DHL,Delhi,Chennai,Moderate Risk,3.31,0,3.13
TXN00727,DHL,Bangalore,Kolkata,Low Risk,-0.44,0,3.13
TXN00730,DHL,Delhi,Chennai,Low Risk,1.6,0,3.13
TXN00735,DHL,Bangalore,Kolkata,High Risk,7.1,1,3.13
TXN00740,DHL,Bangalore,Chennai,Low Risk,0.72,0,3.13
TXN00744,DHL,Delhi,Kolkata,Low Risk,3.48,0,3.13
TXN00746,DHL,Bangalore,Pune,Moderate Risk,4.12,1,3.13
TXN00747,DHL,Bangalore,Kolkata,Low Risk,0.96,0,3.13
TXN00757,DHL,Mumbai,Chennai,Low Risk,3.13,0,3.13
TXN00759,DHL,Delhi,Pune,Low Risk,-1.19,0,3.13
TXN00765,DHL,Delhi,Pune,Low Risk,2.04,0,3.13
TXN00779,DHL,Delhi,Chennai,Moderate Risk,4.73,1,3.13
TXN00003,DHL,Delhi,Chennai,Low Risk,1.45,0,3.13
TXN00781,DHL,Bangalore,Chennai,Moderate Risk,3.1,0,3.13
TXN00004,DHL,Delhi,Pune,Low Risk,1.26,0,3.13
TXN00008,DHL,Delhi,Chennai,Moderate Risk,4.05,1,3.13
TXN00786,DHL,Delhi,Chennai,Moderate Risk,6.13,1,3.13
TXN00789,DHL,Bangalore,Chennai,Low Risk,0.09,0,3.13
TXN00010,DHL,Bangalore,Chennai,Moderate Risk,2.52,0,3.13
TXN00011,DHL,Delhi,Kolkata,High Risk,8.94,1,3.13
TXN00012,DHL,Mumbai,Pune,Moderate Risk,3.66,0,3.13
TXN00795,DHL,Bangalore,Chennai,High Risk,10.69,1,3.13
TXN00013,DHL,Mumbai,Pune,Low Risk,-0.06,0,3.13
TXN00797,DHL,Mumbai,Pune,High Risk,12.77,1,3.13
TXN00019,DHL,Mumbai,Kolkata,Moderate Risk,4.03,1,3.13
TXN00799,DHL,Delhi,Chennai,Low Risk,0.95,0,3.13
TXN00039,DHL,Bangalore,Chennai,Moderate Risk,0.28,0,3.13
TXN00040,DHL,Delhi,Chennai,High Risk,10.16,1,3.13
TXN00041,DHL,Delhi,Kolkata,Low Risk,3.89,0,3.13
TXN00047,DHL,Delhi,Chennai,High Risk,7.39,1,3.13
TXN00050,DHL,Mumbai,Pune,Moderate Risk,1.69,0,3.13
TXN00052,DHL,Delhi,Chennai,High Risk,9.04,1,3.13
TXN00054,DHL,Delhi,Chennai,Moderate Risk,2.62,0,3.13
TXN00058,DHL,Bangalore,Pune,Moderate Risk,2.93,0,3.13
TXN00810,DHL,Bangalore,Kolkata,Moderate Risk,4.58,1,3.13
TXN00811,DHL,Delhi,Chennai,Moderate Risk,3.93,0,3.13
TXN00060,DHL,Delhi,Chennai,Low Risk,2.99,0,3.13
TXN00061,DHL,Delhi,Pune,High Risk,7.11,1,3.13
TXN00064,DHL,Bangalore,Kolkata,High Risk,5.06,1,3.13
TXN00817,DHL,Bangalore,Chennai,Moderate Risk,0.47,0,3.13
TXN00078,DHL,Bangalore,Pune,Low Risk,1.81,0,3.13
TXN00820,DHL,Delhi,Chennai,Moderate Risk,4.94,1,3.13
TXN00080,DHL,Mumbai,Pune,Low Risk,2.2,0,3.13
TXN00823,DHL,Bangalore,Chennai,Low Risk,6.21,1,3.13
TXN00826,DHL,Bangalore,Chennai,Moderate Risk,3.24,0,3.13
TXN00084,DHL,Mumbai,Chennai,Moderate Risk,6.0,1,3.13
TXN00828,DHL,Mumbai,Chennai,Low Risk,-3.39,0,3.13
TXN00085,DHL,Bangalore,Chennai,Moderate Risk,3.95,0,3.13
TXN00100,DHL,Delhi,Kolkata,Low Risk,-2.34,0,3.13
TXN00832,DHL,Bangalore,Kolkata,Moderate Risk,2.74,0,3.13
TXN00109,DHL,Mumbai,Chennai,Moderate Risk,7.46,1,3.13
TXN00836,DHL,Bangalore,Pune,Low Risk,2.1,0,3.13
TXN00111,DHL,Mumbai,Pune,Moderate Risk,5.23,1,3.13
TXN00114,DHL,Bangalore,Pune,High Risk,7.18,1,3.13
TXN00840,DHL,Bangalore,Pune,Moderate Risk,3.93,0,3.13
TXN00123,DHL,Mumbai,Chennai,Moderate Risk,0.72,0,3.13
TXN00843,DHL,Bangalore,Kolkata,High Risk,5.23,1,3.13
TXN00134,DHL,Delhi,Kolkata,Low Risk,-1.6,0,3.13
TXN00138,DHL,Mumbai,Pune,Moderate Risk,2.56,0,3.13
TXN00145,DHL,Bangalore,Chennai,Low Risk,-1.24,0,3.13
TXN00146,DHL,Delhi,Pune,Low Risk,2.88,0,3.13
TXN00848,DHL,Bangalore,Chennai,Moderate Risk,2.42,0,3.13
TXN00147,DHL,Bangalore,Kolkata,High Risk,8.84,1,3.13
TXN00850,DHL,Bangalore,Kolkata,Moderate Risk,3.84,0,3.13
TXN00150,DHL,Bangalore,Chennai,High Risk,11.97,1,3.13
TXN00151,DHL,Mumbai,Kolkata,Low Risk,0.89,0,3.13
TXN00853,DHL,Mumbai,Kolkata,Low Risk,2.45,0,3.13
TXN00854,DHL,Delhi,Chennai,Moderate Risk,2.83,0,3.13
TXN00153,DHL,Bangalore,Chennai,Low Risk,1.74,0,3.13
TXN00856,DHL,Mumbai,Kolkata,Moderate Risk,2.65,0,3.13
TXN00857,DHL,Delhi,Kolkata,Low Risk,0.76,0,3.13
TXN00156,DHL,Delhi,Pune,Moderate Risk,3.7,0,3.13
TXN00859,DHL,Mumbai,Kolkata,High Risk,9.31,1,3.13
TXN00160,DHL,Bangalore,Chennai,Moderate Risk,1.52,0,3.13
TXN00167,DHL,Mumbai,Kolkata,High Risk,9.59,1,3.13
TXN00168,DHL,Delhi,Chennai,Low Risk,-1.32,0,3.13
TXN00172,DHL,Delhi,Chennai,Moderate Risk,2.62,0,3.13
TXN00176,DHL,Delhi,Pune,Moderate Risk,3.76,0,3.13
TXN00177,DHL,Mumbai,Chennai,Moderate Risk,2.75,0,3.13
TXN00868,DHL,Bangalore,Chennai,Low Risk,1.18,0,3.13
TXN00179,DHL,Delhi,Kolkata,Moderate Risk,3.64,0,3.13
TXN00181,DHL,Delhi,Chennai,Low Risk,0.27,0,3.13
TXN00183,DHL,Delhi,Pune,Low Risk,1.22,0,3.13
TXN00187,DHL,Bangalore,Pune,Low Risk,4.42,1,3.13
TXN00500,DHL,Delhi,Kolkata,Moderate Risk,5.78,1,3.13
TXN00875,DHL,Mumbai,Pune,Moderate Risk,5.25,1,3.13
TXN00188,DHL,Mumbai,Pune,High Risk,7.36,1,3.13
TXN00190,DHL,Bangalore,Chennai,Moderate Risk,7.73,1,3.13
TXN00191,DHL,Delhi,Chennai,Moderate Risk,1.59,0,3.13
TXN00193,DHL,Mumbai,Kolkata,High Risk,12.31,1,3.13
TXN00194,DHL,Delhi,Kolkata,Moderate Risk,3.26,0,3.13
TXN00199,DHL,Bangalore,Pune,High Risk,12.96,1,3.13
TXN00882,DHL,Delhi,Kolkata,Low Risk,2.93,0,3.13
TXN00200,DHL,Bangalore,Chennai,Moderate Risk,3.11,0,3.13
TXN00202,DHL,Mumbai,Kolkata,Low Risk,-1.61,0,3.13
TXN00210,DHL,Bangalore,Chennai,High Risk,7.06,1,3.13
TXN00211,DHL,Bangalore,Chennai,Moderate Risk,2.95,0,3.13
TXN00890,DHL,Delhi,Kolkata,Low Risk,0.88,0,3.13
TXN00891,DHL,Delhi,Chennai,Low Risk,-0.04,0,3.13
TXN00213,DHL,Bangalore,Chennai,Low Risk,0.51,0,3.13
TXN00214,DHL,Bangalore,Chennai,Low Risk,1.15,0,3.13
TXN00219,DHL,Delhi,Pune,Low Risk,3.82,0,3.13
TXN00898,DHL,Mumbai,Kolkata,Moderate Risk,3.96,0,3.13
TXN00899,DHL,Mumbai,Kolkata,Moderate Risk,1.66,0,3.13
TXN00220,DHL,Mumbai,Pune,High Risk,9.62,1,3.13
TXN00221,DHL,Mumbai,Chennai,Moderate Risk,0.98,0,3.13
TXN00903,DHL,Delhi,Pune,Low Risk,0.68,0,3.13
TXN00904,DHL,Delhi,Pune,Moderate Risk,-1.23,0,3.13
TXN00238,DHL,Delhi,Pune,Low Risk,3.71,0,3.13
TXN00241,DHL,Mumbai,Kolkata,Moderate Risk,4.15,1,3.13
TXN00907,DHL,Delhi,Chennai,Low Risk,2.11,0,3.13
TXN00908,DHL,Bangalore,Kolkata,Moderate Risk,8.03,1,3.13
TXN00244,DHL,Delhi,Pune,Moderate Risk,5.93,1,3.13
TXN00910,DHL,Delhi,Chennai,Low Risk,3.49,0,3.13
TXN00249,DHL,Mumbai,Pune,Low Risk,2.61,0,3.13
TXN00255,DHL,Delhi,Kolkata,Moderate Risk,1.88,0,3.13
TXN00256,DHL,Mumbai,Kolkata,Low Risk,-0.41,0,3.13
TXN00259,DHL,Bangalore,Chennai,Moderate Risk,3.36,0,3.13
TXN00264,DHL,Delhi,Kolkata,Moderate Risk,3.35,0,3.13
TXN00268,DHL,Delhi,Chennai,Low Risk,1.77,0,3.13
TXN00921,DHL,Bangalore,Pune,Low Risk,2.65,0,3.13
TXN00269,DHL,Mumbai,Kolkata,Low Risk,2.77,0,3.13
TXN00923,DHL,Delhi,Pune,Low Risk,2.09,0,3.13
TXN00283,DHL,Bangalore,Kolkata,Moderate Risk,2.71,0,3.13
TXN00925,DHL,Delhi,Chennai,Low Risk,-0.28,0,3.13
TXN00285,DHL,Bangalore,Kolkata,Low Risk,0.68,0,3.13
TXN00291,DHL,Mumbai,Chennai,Low Risk,-0.33,0,3.13
TXN00297,DHL,Delhi,Kolkata,High Risk,10.76,1,3.13
TXN00930,DHL,Mumbai,Chennai,High Risk,4.96,1,3.13
TXN00302,DHL,Bangalore,Kolkata,Low Risk,4.08,1,3.13
TXN00311,DHL,Bangalore,Pune,Low Risk,-0.31,0,3.13
TXN00313,DHL,Mumbai,Chennai,Low Risk,2.13,0,3.13
TXN00314,DHL,Mumbai,Chennai,Low Risk,1.15,0,3.13
TXN00316,DHL,Delhi,Kolkata,Low Risk,1.96,0,3.13
TXN00318,DHL,Bangalore,Chennai,Low Risk,-2.32,0,3.13
TXN00326,DHL,Mumbai,Chennai,Low Risk,-0.2,0,3.13
TXN00327,DHL,Delhi,Kolkata,Moderate Risk,5.82,1,3.13
TXN00333,DHL,Delhi,Pune,Moderate Risk,3.87,0,3.13
TXN00337,DHL,Delhi,Pune,Low Risk,-3.02,0,3.13
TXN00945,DHL,Delhi,Kolkata,Low Risk,2.2,0,3.13
TXN00340,DHL,Bangalore,Chennai,High Risk,4.45,1,3.13
TXN00342,DHL,Bangalore,Chennai,Moderate Risk,3.22,0,3.13
TXN00344,DHL,Mumbai,Chennai,High Risk,8.1,1,3.13
TXN00950,DHL,Delhi,Chennai,High Risk,9.9,1,3.13
TXN00345,DHL,Bangalore,Chennai,Moderate Risk,2.05,0,3.13
TXN00954,DHL,Delhi,Pune,Low Risk,1.46,0,3.13
TXN00955,DHL,Delhi,Pune,Low Risk,0.85,0,3.13
TXN00346,DHL,Delhi,Kolkata,High Risk,8.72,1,3.13
TXN00349,DHL,Mumbai,Chennai,Low Risk,5.63,1,3.13
TXN00959,DHL,Mumbai,Pune,Low Risk,3.23,0,3.13
TXN00355,DHL,Bangalore,Kolkata,Low Risk,0.48,0,3.13
TXN00359,DHL,Delhi,Chennai,Low Risk,1.33,0,3.13
TXN00364,DHL,Mumbai,Pune,Low Risk,1.42,0,3.13
TXN00963,DHL,Bangalore,Chennai,Low Risk,2.37,0,3.13
TXN00964,DHL,Bangalore,Chennai,Low Risk,0.9,0,3.13
TXN00365,DHL,Bangalore,Pune,High Risk,7.26,1,3.13
TXN00368,DHL,Delhi,Pune,Moderate Risk,3.26,0,3.13
TXN00369,DHL,Bangalore,Pune,High Risk,7.28,1,3.13
TXN00386,DHL,Bangalore,Pune,Moderate Risk,0.72,0,3.13
TXN00969,DHL,Delhi,Chennai,Low Risk,-0.12,0,3.13
TXN00971,DHL,Mumbai,Chennai,Moderate Risk,5.03,1,3.13
TXN00387,DHL,Bangalore,Pune,Moderate Risk,1.47,0,3.13
TXN00973,DHL,Mumbai,Kolkata,Low Risk,3.86,0,3.13
TXN00390,DHL,Delhi,Pune,Low Risk,-0.76,0,3.13
TXN00391,DHL,Delhi,Chennai,Low Risk,-2.04,0,3.13
TXN00394,DHL,Mumbai,Pune,High Risk,3.12,0,3.13
TXN00402,DHL,Bangalore,Chennai,Low Risk,0.61,0,3.13
TXN00410,DHL,Mumbai,Pune,Moderate Risk,0.75,0,3.13
TXN00414,DHL,Mumbai,Kolkata,Low Risk,1.09,0,3.13
TXN00423,DHL,Mumbai,Kolkata,Low Risk,0.53,0,3.13
TXN00438,DHL,Delhi,Kolkata,Moderate Risk,3.04,0,3.13
TXN00439,DHL,Delhi,Kolkata,Low Risk,1.18,0,3.13
